Iniciando versión SECUENCIAL con         6 sensores y 50 eventos por sensor.

Sensor 0 generó: {'sensor': 0, 'vehiculos': 5, 'velocidad': 22}
Sensor 0 generó: {'sensor': 0, 'vehiculos': 23, 'velocidad': 21}
Sensor 0 generó: {'sensor': 0, 'vehiculos': 16, 'velocidad': 78}
Sensor 0 generó: {'sensor': 0, 'vehiculos': 9, 'velocidad': 89}
Sensor 0 generó: {'sensor': 0, 'vehiculos': 34, 'velocidad': 66}
Sensor 0 generó: {'sensor': 0, 'vehiculos': 42, 'velocidad': 97}
Sensor 0 generó: {'sensor': 0, 'vehiculos': 10, 'velocidad': 20}
Sensor 0 generó: {'sensor': 0, 'vehiculos': 20, 'velocidad': 99}
Sensor 0 generó: {'sensor': 0, 'vehiculos': 11, 'velocidad': 22}
Sensor 0 generó: {'sensor': 0, 'vehiculos': 15, 'velocidad': 97}
Sensor 0 generó: {'sensor': 0, 'vehiculos': 8, 'velocidad': 84}
Sensor 0 generó: {'sensor': 0, 'vehiculos': 30, 'velocidad': 75}
Sensor 0 generó: {'sensor': 0, 'vehiculos': 29, 'velocidad': 72}
Sensor 0 generó: {'sensor': 0, 'vehiculos': 14, 'velocidad': 67}
Sensor 0 generó: {'sensor': 0, 'vehiculos': 13, 'velocidad': 73}
Sensor 0 generó: {'sensor': 0, 'vehiculos': 36, 'velocidad': 90}
Sensor 0 generó: {'sensor': 0, 'vehiculos': 7, 'velocidad': 84}
Sensor 0 generó: {'sensor': 0, 'vehiculos': 47, 'velocidad': 94}
Sensor 0 generó: {'sensor': 0, 'vehiculos': 27, 'velocidad': 78}
Sensor 0 generó: {'sensor': 0, 'vehiculos': 11, 'velocidad': 77}
Sensor 0 generó: {'sensor': 0, 'vehiculos': 27, 'velocidad': 47}
Sensor 0 generó: {'sensor': 0, 'vehiculos': 30, 'velocidad': 26}
Sensor 0 generó: {'sensor': 0, 'vehiculos': 18, 'velocidad': 87}
Sensor 0 generó: {'sensor': 0, 'vehiculos': 18, 'velocidad': 71}
Sensor 0 generó: {'sensor': 0, 'vehiculos': 18, 'velocidad': 67}
Sensor 0 generó: {'sensor': 0, 'vehiculos': 8, 'velocidad': 52}
Sensor 0 generó: {'sensor': 0, 'vehiculos': 46, 'velocidad': 20}
Sensor 0 generó: {'sensor': 0, 'vehiculos': 33, 'velocidad': 37}
