Iniciando simulación con 8 sensores y 50 eventos por sensor.

{'sensor': 0, 'vehiculos': 32, 'velocidad': 62}
{'sensor': 1, 'vehiculos': 37, 'velocidad': 43}
{'sensor': 2, 'vehiculos': 8, 'velocidad': 49}
{'sensor': 3, 'vehiculos': 32, 'velocidad': 68}
{'sensor': 4, 'vehiculos': 20, 'velocidad': 93}
{'sensor': 5, 'vehiculos': 39, 'velocidad': 47}
{'sensor': 6, 'vehiculos': 31, 'velocidad': 74}
{'sensor': 7, 'vehiculos': 48, 'velocidad': 64}
{'sensor': 2, 'vehiculos': 10, 'velocidad': 73}
{'sensor': 6, 'vehiculos': 33, 'velocidad': 86}
{'sensor': 0, 'vehiculos': 37, 'velocidad': 78}
{'sensor': 2, 'vehiculos': 33, 'velocidad': 66}
{'sensor': 3, 'vehiculos': 32, 'velocidad': 67}
{'sensor': 1, 'vehiculos': 14, 'velocidad': 79}
{'sensor': 7, 'vehiculos': 29, 'velocidad': 87}
{'sensor': 5, 'vehiculos': 48, 'velocidad': 66}
{'sensor': 4, 'vehiculos': 14, 'velocidad': 71}
{'sensor': 6, 'vehiculos': 37, 'velocidad': 100}
{'sensor': 0, 'vehiculos': 41, 'velocidad': 97}
{'sensor': 1, 'vehiculos': 17, 'velocidad': 42}
{'sensor': 4, 'vehiculos': 26, 'velocidad': 97}
{'sensor': 3, 'vehiculos': 42, 'velocidad': 62}
{'sensor': 7, 'vehiculos': 22, 'velocidad': 98}
{'sensor': 5, 'vehiculos': 48, 'velocidad': 94}
{'sensor': 6, 'vehiculos': 45, 'velocidad': 60}
{'sensor': 2, 'vehiculos': 24, 'velocidad': 67}
{'sensor': 3, 'vehiculos': 25, 'velocidad': 43}
{'sensor': 0, 'vehiculos': 30, 'velocidad': 84}
{'sensor': 1, 'vehiculos': 6, 'velocidad': 22}
{'sensor': 2, 'vehiculos': 46, 'velocidad': 28}
{'sensor': 7, 'vehiculos': 16, 'velocidad': 61}
{'sensor': 4, 'vehiculos': 25, 'velocidad': 82}
{'sensor': 5, 'vehiculos': 8, 'velocidad': 77}
{'sensor': 0, 'vehiculos': 28, 'velocidad': 71}
{'sensor': 2, 'vehiculos': 46, 'velocidad': 51}
{'sensor': 3, 'vehiculos': 20, 'velocidad': 100}
{'sensor': 6, 'vehiculos': 35, 'velocidad': 74}
{'sensor': 7, 'vehiculos': 32, 'velocidad': 59}
{'sensor': 3, 'vehiculos': 49, 'velocidad': 93}
{'sensor': 1, 'vehiculos': 43, 'velocidad': 96}
{'sensor': 4, 'vehiculos': 38, 'velocidad': 39}
{'sensor': 5, 'vehiculos': 50, 'velocidad': 83}
{'sensor': 0, 'vehiculos': 30, 'velocidad': 34}
{'sensor': 2, 'vehiculos': 29, 'velocidad': 64}
{'sensor': 0, 'vehiculos': 19, 'velocidad': 25}
{'sensor': 6, 'vehiculos': 43, 'velocidad': 72}
{'sensor': 3, 'vehiculos': 7, 'velocidad': 55}
{'sensor': 5, 'vehiculos': 36, 'velocidad': 24}
{'sensor': 1, 'vehiculos': 48, 'velocidad': 40}
{'sensor': 7, 'vehiculos': 38, 'velocidad': 36}
{'sensor': 4, 'vehiculos': 31, 'velocidad': 78}
{'sensor': 0, 'vehiculos': 13, 'velocidad': 32}
{'sensor': 4, 'vehiculos': 13, 'velocidad': 65}
{'sensor': 2, 'vehiculos': 22, 'velocidad': 52}
{'sensor': 0, 'vehiculos': 9, 'velocidad': 39}
{'sensor': 5, 'vehiculos': 29, 'velocidad': 77}
{'sensor': 3, 'vehiculos': 18, 'velocidad': 42}
{'sensor': 1, 'vehiculos': 28, 'velocidad': 52}
{'sensor': 7, 'vehiculos': 49, 'velocidad': 33}
{'sensor': 0, 'vehiculos': 20, 'velocidad': 69}
{'sensor': 6, 'vehiculos': 40, 'velocidad': 88}
{'sensor': 1, 'vehiculos': 32, 'velocidad': 55}
{'sensor': 5, 'vehiculos': 25, 'velocidad': 61}
{'sensor': 4, 'vehiculos': 13, 'velocidad': 42}
{'sensor': 2, 'vehiculos': 18, 'velocidad': 67}
{'sensor': 1, 'vehiculos': 45, 'velocidad': 90}
{'sensor': 0, 'vehiculos': 24, 'velocidad': 58}
{'sensor': 3, 'vehiculos': 16, 'velocidad': 54}
{'sensor': 7, 'vehiculos': 25, 'velocidad': 67}
{'sensor': 1, 'vehiculos': 43, 'velocidad': 34}
{'sensor': 6, 'vehiculos': 35, 'velocidad': 24}
{'sensor': 0, 'vehiculos': 16, 'velocidad': 85}
{'sensor': 4, 'vehiculos': 38, 'velocidad': 83}
{'sensor': 5, 'vehiculos': 20, 'velocidad': 59}
{'sensor': 3, 'vehiculos': 48, 'velocidad': 20}
{'sensor': 2, 'vehiculos': 13, 'velocidad': 30}
{'sensor': 7, 'vehiculos': 7, 'velocidad': 54}
{'sensor': 1, 'vehiculos': 32, 'velocidad': 44}
{'sensor': 0, 'vehiculos': 18, 'velocidad': 45}
{'sensor': 3, 'vehiculos': 19, 'velocidad': 24}
{'sensor': 2, 'vehiculos': 30, 'velocidad': 23}
{'sensor': 5, 'vehiculos': 21, 'velocidad': 26}
{'sensor': 6, 'vehiculos': 27, 'velocidad': 37}
{'sensor': 1, 'vehiculos': 45, 'velocidad': 49}
{'sensor': 3, 'vehiculos': 12, 'velocidad': 37}
{'sensor': 7, 'vehiculos': 29, 'velocidad': 52}
{'sensor': 2, 'vehiculos': 10, 'velocidad': 88}
{'sensor': 4, 'vehiculos': 12, 'velocidad': 72}
{'sensor': 5, 'vehiculos': 21, 'velocidad': 37}
{'sensor': 1, 'vehiculos': 29, 'velocidad': 63}
{'sensor': 7, 'vehiculos': 40, 'velocidad': 72}
{'sensor': 0, 'vehiculos': 37, 'velocidad': 84}
{'sensor': 2, 'vehiculos': 12, 'velocidad': 53}
{'sensor': 4, 'vehiculos': 6, 'velocidad': 38}
{'sensor': 6, 'vehiculos': 26, 'velocidad': 85}
{'sensor': 5, 'vehiculos': 17, 'velocidad': 78}
{'sensor': 3, 'vehiculos': 22, 'velocidad': 58}
